# drone_mapper map file
x_min=0 x_max=200 y_min=0 y_max=200 z_min=0 z_max=100
# x y z value
30 65 85 0
30 65 90 0
30 65 95 0
30 65 100 1
30 70 0 1
30 70 5 0
30 70 10 0
30 70 15 0
30 70 20 0
30 70 25 0
30 70 30 0
30 70 35 0
30 70 40 0
30 70 45 0
30 70 50 0
30 70 55 0
30 70 60 0
30 70 65 0
30 70 70 0
30 70 75 0
30 70 80 0
30 70 85 0
30 70 90 0
30 70 95 0
30 70 100 1
30 75 0 1
30 75 5 0
30 75 10 0
30 75 15 0
30 75 20 0
30 75 25 0
30 75 30 0
30 75 35 0
30 75 40 0
30 75 45 0
30 75 50 0
30 75 55 0
30 75 60 0
30 75 65 0
30 75 70 0
30 75 75 0
30 75 80 0
30 75 85 0
30 75 90 0
30 75 95 0
30 75 100 1
30 80 0 1
30 80 5 0
30 80 10 0
30 80 15 0
30 80 20 0
30 80 25 0
30 80 30 0
30 80 35 0
30 80 40 0
30 80 45 0
30 80 50 0
30 80 55 0
30 80 60 0
30 80 65 0
30 80 70 0
30 80 75 0
30 80 80 0
30 80 85 0
30 80 90 0
30 80 95 0
30 80 100 1
30 85 0 1
30 85 5 0
30 85 10 0
30 85 15 0
30 85 20 0
30 85 25 0
30 85 30 0
30 85 35 0
30 85 40 0
30 85 45 0
30 85 50 0
30 85 55 0
30 85 60 0
30 85 65 0
30 85 70 0
30 85 75 0
30 85 80 0
30 85 85 0
30 85 90 0
30 85 95 0
30 85 100 1
30 90 0 1
30 90 5 0
30 90 10 0
30 90 15 0
30 90 20 0
30 90 25 0
30 90 30 0
30 90 35 0
30 90 40 0
30 90 45 0
30 90 50 0
30 90 55 0
30 90 60 0
30 90 65 0
30 90 70 0
30 90 75 0
30 90 80 0
30 90 85 0
30 90 90 0
30 90 95 0
30 90 100 1
30 95 0 1
30 95 5 0
30 95 10 0
30 95 15 0
30 95 20 0
30 95 25 0
30 95 30 0
30 95 35 0
30 95 40 0
30 95 45 0
30 95 50 0
30 95 55 0
30 95 60 0
30 95 65 0
30 95 70 0
30 95 75 0
30 95 80 0
30 95 85 0
30 95 90 0
30 95 95 0
30 95 100 1
30 100 0 1
30 100 5 0
30 100 10 0
30 100 15 0
30 100 20 0
30 100 25 0
30 100 30 0
30 100 35 0
30 100 40 0
30 100 45 0
30 100 50 0
30 100 55 0
30 100 60 0
30 100 65 0
30 100 70 0
30 100 75 0
30 100 80 0
30 100 85 0
30 100 90 0
30 100 95 0
30 100 100 1
30 105 0 1
30 105 5 0
30 105 10 0
30 105 15 0
30 105 20 0
30 105 25 0
30 105 30 0
30 105 35 0
30 105 40 0
30 105 45 0
30 105 50 0
30 105 55 0
30 105 60 0
30 105 65 0
30 105 70 0
30 105 75 0
30 105 80 0
30 105 85 0
30 105 90 0
30 105 95 0
30 105 100 1
30 110 0 1
30 110 5 0
30 110 10 0
30 110 15 0
30 110 20 0
30 110 25 0
30 110 30 0
30 110 35 0
30 110 40 0
30 110 45 0
30 110 50 0
30 110 55 0
30 110 60 0
30 110 65 0
30 110 70 0
30 110 75 0
30 110 80 0
30 110 85 0
30 110 90 0
30 110 95 0
30 110 100 1
30 115 0 1
30 115 5 0
30 115 10 0
30 115 15 0
30 115 20 0
30 115 25 0
30 115 30 0
30 115 35 0
30 115 40 0
30 115 45 0
30 115 50 0
30 115 55 0
30 115 60 0
30 115 65 0
30 115 70 0
30 115 75 0
30 115 80 0
30 115 85 0
30 115 90 0
30 115 95 0
30 115 100 1
30 120 0 1
30 120 5 0
30 120 10 0
30 120 15 0
30 120 20 0
30 120 25 0
30 120 30 0
30 120 35 0
30 120 40 0
30 120 45 0
30 120 50 0
30 120 55 0
30 120 60 0
30 120 65 0
30 120 70 0
30 120 75 0
30 120 80 0
30 120 85 0
30 120 90 0
30 120 95 0
30 120 100 1
30 125 0 1
30 125 5 0
30 125 10 0
30 125 15 0
30 125 20 0
30 125 25 0
30 125 30 0
30 125 35 0
30 125 40 0
30 125 45 0
30 125 50 0
30 125 55 0
30 125 60 0
30 125 65 0
30 125 70 0
30 125 75 0
30 125 80 0
30 125 85 0
30 125 90 0
30 125 95 0
30 125 100 1
30 130 0 1
30 130 5 0
30 130 10 0
30 130 15 0
30 130 20 0
30 130 25 0
30 130 30 0
30 130 35 0
30 130 40 0
30 130 45 0
30 130 50 0
30 130 55 0
30 130 60 0
30 130 65 0
30 130 70 0
30 130 75 0
30 130 80 0
30 130 85 0
30 130 90 0
30 130 95 0
30 130 100 1
30 135 0 1
30 135 5 0
30 135 10 0
30 135 15 0
30 135 20 0
30 135 25 0
30 135 30 0
30 135 35 0
30 135 40 0
30 135 45 0
30 135 50 0
30 135 55 0
30 135 60 0
30 135 65 0
30 135 70 0
30 135 75 0
30 135 80 0
30 135 85 0
30 135 90 0
30 135 95 0
30 135 100 1
30 140 0 1
30 140 5 0
30 140 10 0
30 140 15 0
30 140 20 0
30 140 25 0
30 140 30 0
30 140 35 0
30 140 40 0
30 140 45 0
30 140 50 0
30 140 55 0
30 140 60 0
30 140 65 0
30 140 70 0
30 140 75 0
30 140 80 0
30 140 85 0
30 140 90 0
30 140 95 0
30 140 100 1
30 145 0 1
30 145 5 0
30 145 10 0
30 145 15 0
30 145 20 0
30 145 25 0
30 145 30 0
30 145 35 0
30 145 40 0
30 145 45 0
30 145 50 0
30 145 55 0
30 145 60 0
30 145 65 0
30 145 70 0
30 145 75 0
30 145 80 0
30 145 85 0
30 145 90 0
30 145 95 0
30 145 100 1
30 150 0 1
30 150 5 0
30 150 10 0
30 150 15 0
30 150 20 0
30 150 25 0
30 150 30 0
30 150 35 0
30 150 40 0
30 150 45 0
30 150 50 0
30 150 55 0
30 150 60 0
30 150 65 0
30 150 70 0
30 150 75 0
30 150 80 0
30 150 85 0
30 150 90 0
30 150 95 0
30 150 100 1
30 155 0 1
30 155 5 0
30 155 10 0
30 155 15 0
30 155 20 0
30 155 25 0
30 155 30 0
30 155 35 0
30 155 40 0
30 155 45 0
30 155 50 0
30 155 55 0
30 155 60 0
30 155 65 0
30 155 70 0
30 155 75 0
30 155 80 0
30 155 85 0
30 155 90 0
30 155 95 0
30 155 100 1
30 160 0 1
30 160 5 0
30 160 10 0
30 160 15 0
30 160 20 0
30 160 25 0
30 160 30 0
30 160 35 0
30 160 40 0
30 160 45 0
30 160 50 0
30 160 55 0
30 160 60 0
30 160 65 0
30 160 70 0
30 160 75 0
30 160 80 0
30 160 85 0
30 160 90 0
30 160 95 0
30 160 100 1
30 165 0 1
30 165 5 0
30 165 10 0
30 165 15 0
30 165 20 0
30 165 25 0
30 165 30 0
30 165 35 0
30 165 40 0
30 165 45 0
30 165 50 0
30 165 55 0
30 165 60 0
30 165 65 0
30 165 70 0
30 165 75 0
30 165 80 0
30 165 85 0
30 165 90 0
30 165 95 0
30 165 100 1
30 170 0 1
30 170 5 0
30 170 10 0
30 170 15 0
30 170 20 0
30 170 25 0
30 170 30 0
30 170 35 0
30 170 40 0
30 170 45 0
30 170 50 0
30 170 55 0
30 170 60 0
30 170 65 0
30 170 70 0
30 170 75 0
30 170 80 0
30 170 85 0
30 170 90 0
30 170 95 0
30 170 100 1
30 175 0 1
30 175 5 0
30 175 10 0
30 175 15 0
30 175 20 0
30 175 25 0
30 175 30 0
30 175 35 0
30 175 40 0
30 175 45 0
30 175 50 0
30 175 55 0
30 175 60 0
30 175 65 0
30 175 70 0
30 175 75 0
30 175 80 0
30 175 85 0
30 175 90 0
30 175 95 0
30 175 100 1
30 180 0 1
30 180 5 0
30 180 10 0
30 180 15 0
30 180 20 0
30 180 25 0
30 180 30 0
30 180 35 0
30 180 40 0
30 180 45 0
30 180 50 0
30 180 55 0
30 180 60 0
30 180 65 0
30 180 70 0
30 180 75 0
30 180 80 0
30 180 85 0
30 180 90 0
30 180 95 0
30 180 100 1
30 185 0 1
30 185 5 0
30 185 10 0
30 185 15 0
30 185 20 0
30 185 25 0
30 185 30 0
30 185 35 0
30 185 40 0
30 185 45 0
30 185 50 0
30 185 55 0
30 185 60 0
30 185 65 0
30 185 70 0
30 185 75 0
30 185 80 0
30 185 85 0
30 185 90 0
30 185 95 0
30 185 100 1
30 190 0 1
30 190 5 0
30 190 10 0
30 190 15 0
30 190 20 0
30 190 25 0
30 190 30 0
30 190 35 0
30 190 40 0
30 190 45 0
30 190 50 0
30 190 55 0
30 190 60 0
30 190 65 0
30 190 70 0
30 190 75 0
30 190 80 0
30 190 85 0
30 190 90 0
30 190 95 0
30 190 100 1
30 195 0 1
30 195 5 0
30 195 10 0
30 195 15 0
30 195 20 0
30 195 25 0
30 195 30 0
30 195 35 0
30 195 40 0
30 195 45 0
30 195 50 0
30 195 55 0
30 195 60 0
30 195 65 0
30 195 70 0
30 195 75 0
30 195 80 0
30 195 85 0
30 195 90 0
30 195 95 0
30 195 100 1
30 200 0 1
30 200 5 1
30 200 10 1
30 200 15 1
30 200 20 1
30 200 25 1
30 200 30 1
30 200 35 1
30 200 40 1
30 200 45 1
30 200 50 1
30 200 55 1
30 200 60 1
30 200 65 1
30 200 70 1
30 200 75 1
30 200 80 1
30 200 85 1
30 200 90 1
30 200 95 1
30 200 100 1
35 0 0 1
35 0 5 1
35 0 10 1
35 0 15 1
35 0 20 1
35 0 25 1
35 0 30 1
35 0 35 1
35 0 40 1
35 0 45 1
35 0 50 1
35 0 55 1
35 0 60 1
35 0 65 1
35 0 70 1
35 0 75 1
35 0 80 1
35 0 85 1
35 0 90 1
35 0 95 1
35 0 100 1
35 5 0 1
35 5 5 0
35 5 10 0
35 5 15 0
35 5 20 0
35 5 25 0
35 5 30 0
35 5 35 0
35 5 40 0
35 5 45 0
35 5 50 0
35 5 55 0
35 5 60 0
35 5 65 0
35 5 70 0
35 5 75 0
35 5 80 0
35 5 85 0
35 5 90 0
35 5 95 0
35 5 100 1
35 10 0 1
35 10 5 0
35 10 10 0
35 10 15 0
35 10 20 0
35 10 25 0
35 10 30 0
35 10 35 0
35 10 40 0
35 10 45 0
35 10 50 0
35 10 55 0
35 10 60 0
35 10 65 0
35 10 70 0
35 10 75 0
35 10 80 0
35 10 85 0
35 10 90 0
35 10 95 0
35 10 100 1
35 15 0 1
35 15 5 0
35 15 10 0
35 15 15 0
35 15 20 0
35 15 25 0
35 15 30 0
35 15 35 0
35 15 40 0
35 15 45 0
35 15 50 0
35 15 55 0
35 15 60 0
35 15 65 0
35 15 70 0
35 15 75 0
35 15 80 0
35 15 85 0
35 15 90 0
35 15 95 0
35 15 100 1
35 20 0 1
35 20 5 0
35 20 10 0
35 20 15 0
35 20 20 0
35 20 25 0
35 20 30 0
35 20 35 0
35 20 40 0
35 20 45 0
35 20 50 0
35 20 55 0
35 20 60 0
35 20 65 0
35 20 70 0
35 20 75 0
35 20 80 0
35 20 85 0
35 20 90 0
35 20 95 0
35 20 100 1
35 25 0 1
35 25 5 0
35 25 10 0
35 25 15 0
35 25 20 0
35 25 25 0
35 25 30 0
35 25 35 0
35 25 40 0
35 25 45 0
35 25 50 0
35 25 55 0
35 25 60 0
35 25 65 0
35 25 70 0
35 25 75 0
35 25 80 0
35 25 85 0
35 25 90 0
35 25 95 0
35 25 100 1
35 30 0 1
35 30 5 0
35 30 10 0
35 30 15 0
35 30 20 0
35 30 25 0
35 30 30 0
35 30 35 0
35 30 40 0
35 30 45 0
35 30 50 0
35 30 55 0
35 30 60 0
35 30 65 0
35 30 70 0
35 30 75 0
35 30 80 0
35 30 85 0
35 30 90 0
35 30 95 0
35 30 100 1
35 35 0 1
35 35 5 0
35 35 10 0
35 35 15 0
35 35 20 0
35 35 25 0
35 35 30 0
35 35 35 0
35 35 40 0
35 35 45 0
35 35 50 0
35 35 55 0
35 35 60 0
35 35 65 0
35 35 70 0
35 35 75 0
35 35 80 0
35 35 85 0
35 35 90 0
35 35 95 0
35 35 100 1
35 40 0 1
35 40 5 0
35 40 10 0
35 40 15 0
35 40 20 0
35 40 25 0
35 40 30 0
35 40 35 0
35 40 40 0
35 40 45 0
35 40 50 0
35 40 55 0
35 40 60 0
35 40 65 0
35 40 70 0
35 40 75 0
35 40 80 0
35 40 85 0
35 40 90 0
35 40 95 0
35 40 100 1
35 45 0 1
35 45 5 0
35 45 10 0
35 45 15 0
35 45 20 0
35 45 25 0
35 45 30 0
35 45 35 0
35 45 40 0
35 45 45 0
35 45 50 0
35 45 55 0
35 45 60 0
35 45 65 0
35 45 70 0
35 45 75 0
35 45 80 0
35 45 85 0
35 45 90 0
35 45 95 0
35 45 100 1
35 50 0 1
35 50 5 0
35 50 10 0
35 50 15 0
35 50 20 0
35 50 25 0
35 50 30 0
35 50 35 0
35 50 40 0
35 50 45 0
35 50 50 0
35 50 55 0
35 50 60 0
35 50 65 0
35 50 70 0
35 50 75 0
35 50 80 0
35 50 85 0
35 50 90 0
35 50 95 0
35 50 100 1
35 55 0 1
35 55 5 0
35 55 10 0
35 55 15 0
35 55 20 0
35 55 25 0
35 55 30 0
35 55 35 0
35 55 40 0
35 55 45 0
35 55 50 0
35 55 55 0
35 55 60 0
35 55 65 0
35 55 70 0
35 55 75 0
35 55 80 0
35 55 85 0
35 55 90 0
35 55 95 0
35 55 100 1
35 60 0 1
35 60 5 0
35 60 10 0
35 60 15 0
35 60 20 0
35 60 25 0
35 60 30 0
35 60 35 0
35 60 40 0
35 60 45 0
35 60 50 0
35 60 55 0
35 60 60 0
35 60 65 0
35 60 70 0
35 60 75 0
35 60 80 0
35 60 85 0
35 60 90 0
35 60 95 0
35 60 100 1
35 65 0 1
35 65 5 0
35 65 10 0
35 65 15 0
35 65 20 0
35 65 25 0
35 65 30 0
35 65 35 0
35 65 40 0
35 65 45 0
35 65 50 0
35 65 55 0
35 65 60 0
35 65 65 0
35 65 70 0
35 65 75 0
35 65 80 0
35 65 85 0
35 65 90 0
35 65 95 0
35 65 100 1
35 70 0 1
35 70 5 0
35 70 10 0
35 70 15 0
35 70 20 0
35 70 25 0
35 70 30 0
35 70 35 0
35 70 40 0
35 70 45 0
35 70 50 0
35 70 55 0
35 70 60 0
35 70 65 0
35 70 70 0
35 70 75 0
35 70 80 0
35 70 85 0
35 70 90 0
35 70 95 0
35 70 100 1
35 75 0 1
35 75 5 0
35 75 10 0
35 75 15 0
35 75 20 0
35 75 25 0
35 75 30 0
35 75 35 0
35 75 40 0
35 75 45 0
35 75 50 0
35 75 55 0
35 75 60 0
35 75 65 0
35 75 70 0
35 75 75 0
35 75 80 0
35 75 85 0
35 75 90 0
35 75 95 0
35 75 100 1
35 80 0 1
35 80 5 0
35 80 10 0
35 80 15 0
35 80 20 0
35 80 25 0
35 80 30 0
35 80 35 0
35 80 40 0
35 80 45 0
35 80 50 0
35 80 55 0
35 80 60 0
35 80 65 0
35 80 70 0
35 80 75 0
35 80 80 0
35 80 85 0
35 80 90 0
35 80 95 0
35 80 100 1
35 85 0 1
35 85 5 0
35 85 10 0
35 85 15 0
35 85 20 0
35 85 25 0
35 85 30 0
35 85 35 0
35 85 40 0
35 85 45 0
35 85 50 0
35 85 55 0
35 85 60 0
35 85 65 0
35 85 70 0
35 85 75 0
35 85 80 0
35 85 85 0
35 85 90 0
35 85 95 0
35 85 100 1
35 90 0 1
35 90 5 0
35 90 10 0
35 90 15 0
35 90 20 0
35 90 25 0
35 90 30 0
35 90 35 0
35 90 40 0
35 90 45 0
35 90 50 0
35 90 55 0
35 90 60 0
35 90 65 0
35 90 70 0
35 90 75 0
35 90 80 0
35 90 85 0
35 90 90 0
35 90 95 0
35 90 100 1
35 95 0 1
35 95 5 0
35 95 10 0
35 95 15 0
35 95 20 0
35 95 25 0
35 95 30 0
35 95 35 0
35 95 40 0
35 95 45 0
35 95 50 0
35 95 55 0
35 95 60 0
35 95 65 0
35 95 70 0
35 95 75 0
35 95 80 0
35 95 85 0
35 95 90 0
35 95 95 0
35 95 100 1
35 100 0 1
35 100 5 0
35 100 10 0
35 100 15 0
35 100 20 0
35 100 25 0
35 100 30 0
35 100 35 0
35 100 40 0
35 100 45 0
35 100 50 0
35 100 55 0
35 100 60 0
35 100 65 0
35 100 70 0
35 100 75 0
35 100 80 0
35 100 85 0
35 100 90 0
35 100 95 0
35 100 100 1
35 105 0 1
35 105 5 0
35 105 10 0
35 105 15 0
35 105 20 0
35 105 25 0
35 105 30 0
35 105 35 0
35 105 40 0
35 105 45 0
35 105 50 0
35 105 55 0
35 105 60 0
35 105 65 0
35 105 70 0
35 105 75 0
35 105 80 0
35 105 85 0
35 105 90 0
35 105 95 0
35 105 100 1
35 110 0 1
35 110 5 0
35 110 10 0
35 110 15 0
35 110 20 0
35 110 25 0
35 110 30 0
35 110 35 0
35 110 40 0
35 110 45 0
35 110 50 0
35 110 55 0
35 110 60 0
35 110 65 0
35 110 70 0
35 110 75 0
35 110 80 0
35 110 85 0
35 110 90 0
35 110 95 0
35 110 100 1
35 115 0 1
35 115 5 0
35 115 10 0
35 115 15 0
35 115 20 0
35 115 25 0
35 115 30 0
35 115 35 0
35 115 40 0
35 115 45 0
35 115 50 0
35 115 55 0
35 115 60 0
35 115 65 0
35 115 70 0
35 115 75 0
35 115 80 0
35 115 85 0
35 115 90 0
35 115 95 0
35 115 100 1
35 120 0 1
35 120 5 0
35 120 10 0
35 120 15 0
35 120 20 0
35 120 25 0
35 120 30 0
35 120 35 0
35 120 40 0
35 120 45 0
35 120 50 0
35 120 55 0
35 120 60 0
35 120 65 0
35 120 70 0
35 120 75 0
35 120 80 0
35 120 85 0
35 120 90 0
35 120 95 0
35 120 100 1
35 125 0 1
35 125 5 0
35 125 10 0
35 125 15 0
35 125 20 0
35 125 25 0
35 125 30 0
35 125 35 0
35 125 40 0
35 125 45 0
35 125 50 0
35 125 55 0
35 125 60 0
35 125 65 0
35 125 70 0
35 125 75 0
35 125 80 0
35 125 85 0
35 125 90 0
35 125 95 0
35 125 100 1
35 130 0 1
35 130 5 0
35 130 10 0
35 130 15 0
35 130 20 0
35 130 25 0
35 130 30 0
35 130 35 0
35 130 40 0
35 130 45 0
35 130 50 0
35 130 55 0
35 130 60 0
35 130 65 0
35 130 70 0
35 130 75 0
35 130 80 0
35 130 85 0
35 130 90 0
35 130 95 0
35 130 100 1
35 135 0 1
35 135 5 0
35 135 10 0
35 135 15 0
35 135 20 0
35 135 25 0
35 135 30 0
35 135 35 0
35 135 40 0
35 135 45 0
35 135 50 0
35 135 55 0
35 135 60 0
35 135 65 0
35 135 70 0
35 135 75 0
35 135 80 0
35 135 85 0
35 135 90 0
35 135 95 0
35 135 100 1
35 140 0 1
35 140 5 0
35 140 10 0
35 140 15 0
35 140 20 0
35 140 25 0
35 140 30 0
35 140 35 0
35 140 40 0
35 140 45 0
35 140 50 0
35 140 55 0
35 140 60 0
35 140 65 0
35 140 70 0
35 140 75 0
35 140 80 0
35 140 85 0
35 140 90 0
35 140 95 0
35 140 100 1
35 145 0 1
35 145 5 0
35 145 10 0
35 145 15 0
35 145 20 0
35 145 25 0
35 145 30 0
35 145 35 0
35 145 40 0
35 145 45 0
35 145 50 0
35 145 55 0
35 145 60 0
35 145 65 0
35 145 70 0
35 145 75 0
35 145 80 0
35 145 85 0
35 145 90 0
35 145 95 0
35 145 100 1
35 150 0 1
35 150 5 0
35 150 10 0
35 150 15 0
35 150 20 0
35 150 25 0
35 150 30 0
35 150 35 0
35 150 40 0
35 150 45 0
35 150 50 0
35 150 55 0
35 150 60 0
35 150 65 0
35 150 70 0
35 150 75 0
35 150 80 0
35 150 85 0
35 150 90 0
35 150 95 0
35 150 100 1
35 155 0 1
35 155 5 0
35 155 10 0
35 155 15 0
35 155 20 0
35 155 25 0
35 155 30 0
35 155 35 0
35 155 40 0
35 155 45 0
35 155 50 0
35 155 55 0
35 155 60 0
35 155 65 0
35 155 70 0
35 155 75 0
35 155 80 0
35 155 85 0
35 155 90 0
35 155 95 0
35 155 100 1
35 160 0 1
35 160 5 0
35 160 10 0
35 160 15 0
35 160 20 0
35 160 25 0
35 160 30 0
35 160 35 0
35 160 40 0
35 160 45 0
35 160 50 0
35 160 55 0
35 160 60 0
35 160 65 0
35 160 70 0
35 160 75 0
35 160 80 0
35 160 85 0
35 160 90 0
35 160 95 0
35 160 100 1
35 165 0 1
35 165 5 0
35 165 10 0
35 165 15 0
35 165 20 0
35 165 25 0
35 165 30 0
35 165 35 0
35 165 40 0
35 165 45 0
35 165 50 0
35 165 55 0
35 165 60 0
35 165 65 0
35 165 70 0
35 165 75 0
35 165 80 0
35 165 85 0
35 165 90 0
35 165 95 0
35 165 100 1
35 170 0 1
35 170 5 0
35 170 10 0
35 170 15 0
35 170 20 0
35 170 25 0
35 170 30 0
35 170 35 0
35 170 40 0
35 170 45 0
35 170 50 0
35 170 55 0
35 170 60 0
35 170 65 0
35 170 70 0
35 170 75 0
35 170 80 0
35 170 85 0
35 170 90 0
35 170 95 0
35 170 100 1
35 175 0 1
35 175 5 0
35 175 10 0
35 175 15 0
35 175 20 0
35 175 25 0
35 175 30 0
35 175 35 0
35 175 40 0
35 175 45 0
35 175 50 0
35 175 55 0
35 175 60 0
35 175 65 0
35 175 70 0
35 175 75 0
35 175 80 0
35 175 85 0
35 175 90 0
35 175 95 0
35 175 100 1
35 180 0 1
35 180 5 0
35 180 10 0
35 180 15 0
35 180 20 0
35 180 25 0
35 180 30 0
35 180 35 0
35 180 40 0
35 180 45 0
35 180 50 0
35 180 55 0
35 180 60 0
35 180 65 0
35 180 70 0
35 180 75 0
35 180 80 0
35 180 85 0
35 180 90 0
35 180 95 0
35 180 100 1
35 185 0 1
35 185 5 0
35 185 10 0
35 185 15 0
35 185 20 0
35 185 25 0
35 185 30 0
35 185 35 0
35 185 40 0
35 185 45 0
35 185 50 0
35 185 55 0
35 185 60 0
35 185 65 0
35 185 70 0
35 185 75 0
35 185 80 0
35 185 85 0
35 185 90 0
35 185 95 0
35 185 100 1
35 190 0 1
35 190 5 0
35 190 10 0
35 190 15 0
35 190 20 0
35 190 25 0
35 190 30 0
35 190 35 0
35 190 40 0
35 190 45 0
35 190 50 0
35 190 55 0
35 190 60 0
35 190 65 0
35 190 70 0
35 190 75 0
35 190 80 0
35 190 85 0
35 190 90 0
35 190 95 0
35 190 100 1
35 195 0 1
35 195 5 0
35 195 10 0
35 195 15 0
35 195 20 0
35 195 25 0
35 195 30 0
35 195 35 0
35 195 40 0
35 195 45 0
35 195 50 0
35 195 55 0
35 195 60 0
35 195 65 0
35 195 70 0
35 195 75 0
35 195 80 0
35 195 85 0
35 195 90 0
35 195 95 0
35 195 100 1
35 200 0 1
35 200 5 1
35 200 10 1
35 200 15 1
35 200 20 1
35 200 25 1
35 200 30 1
35 200 35 1
35 200 40 1
35 200 45 1
35 200 50 1
35 200 55 1
35 200 60 1
35 200 65 1
35 200 70 1
35 200 75 1
35 200 80 1
35 200 85 1
35 200 90 1
35 200 95 1
35 200 100 1
40 0 0 1
40 0 5 1
40 0 10 1
40 0 15 1
40 0 20 1
40 0 25 1
40 0 30 1
40 0 35 1
40 0 40 1
40 0 45 1
40 0 50 1
40 0 55 1
40 0 60 1
40 0 65 1
40 0 70 1
40 0 75 1
40 0 80 1
40 0 85 1
40 0 90 1
40 0 95 1
40 0 100 1
40 5 0 1
40 5 5 0
40 5 10 0
40 5 15 0
40 5 20 0
40 5 25 0
40 5 30 0
40 5 35 0
40 5 40 0
40 5 45 0
40 5 50 0
40 5 55 0
40 5 60 0
40 5 65 0
40 5 70 0
40 5 75 0
40 5 80 0
40 5 85 0
40 5 90 0
40 5 95 0
40 5 100 1
40 10 0 1
40 10 5 0
40 10 10 0
40 10 15 0
40 10 20 0
40 10 25 0
40 10 30 0
40 10 35 0
40 10 40 0
40 10 45 0
40 10 50 0
40 10 55 0
40 10 60 0
40 10 65 0
40 10 70 0
40 10 75 0
40 10 80 0
40 10 85 0
40 10 90 0
40 10 95 0
40 10 100 1
40 15 0 1
40 15 5 0
40 15 10 0
40 15 15 0
40 15 20 0
40 15 25 0
40 15 30 0
40 15 35 0
40 15 40 0
40 15 45 0
40 15 50 0
40 15 55 0
40 15 60 0
40 15 65 0
40 15 70 0
40 15 75 0
40 15 80 0
40 15 85 0
40 15 90 0
40 15 95 0
40 15 100 1
40 20 0 1
40 20 5 0
40 20 10 0
40 20 15 0
40 20 20 0
40 20 25 0
40 20 30 0
40 20 35 0
40 20 40 0
40 20 45 0
40 20 50 0
40 20 55 0
40 20 60 0
40 20 65 0
40 20 70 0
40 20 75 0
40 20 80 0
40 20 85 0
40 20 90 0
40 20 95 0
40 20 100 1
40 25 0 1
40 25 5 0
40 25 10 0
40 25 15 0
40 25 20 0
40 25 25 0
40 25 30 0
40 25 35 0
40 25 40 0
40 25 45 0
40 25 50 0
40 25 55 0
40 25 60 0
40 25 65 0
40 25 70 0
40 25 75 0
40 25 80 0
40 25 85 0
40 25 90 0
40 25 95 0
40 25 100 1
40 30 0 1
40 30 5 0
40 30 10 0
40 30 15 0
40 30 20 0
40 30 25 0
40 30 30 0
40 30 35 0
40 30 40 0
40 30 45 0
40 30 50 0
40 30 55 0
40 30 60 0
40 30 65 0
40 30 70 0
40 30 75 0
40 30 80 0
40 30 85 0
40 30 90 0
40 30 95 0
40 30 100 1
40 35 0 1
40 35 5 0
40 35 10 0
40 35 15 0
40 35 20 0
40 35 25 0
40 35 30 0
40 35 35 0
40 35 40 0
40 35 45 0
40 35 50 0
40 35 55 0
40 35 60 0
40 35 65 0
40 35 70 0
40 35 75 0
40 35 80 0
40 35 85 0
40 35 90 0
40 35 95 0
40 35 100 1
40 40 0 1
40 40 5 0
40 40 10 0
40 40 15 0
40 40 20 0
40 40 25 0
40 40 30 0
40 40 35 0
40 40 40 0
40 40 45 0
40 40 50 0
40 40 55 0
40 40 60 0
40 40 65 0
40 40 70 0
40 40 75 0
40 40 80 0
40 40 85 0
40 40 90 0
40 40 95 0
40 40 100 1
40 45 0 1
40 45 5 0
40 45 10 0
40 45 15 0
40 45 20 0
40 45 25 0
40 45 30 0
40 45 35 0
40 45 40 0
40 45 45 0
40 45 50 0
40 45 55 0
40 45 60 0
40 45 65 0
40 45 70 0
40 45 75 0
40 45 80 0
40 45 85 0
40 45 90 0
40 45 95 0
40 45 100 1
40 50 0 1
40 50 5 0
40 50 10 0
40 50 15 0
40 50 20 0
40 50 25 0
40 50 30 0
40 50 35 0
40 50 40 0
40 50 45 0
40 50 50 0
40 50 55 0
40 50 60 0
40 50 65 0
40 50 70 0
40 50 75 0
40 50 80 0
40 50 85 0
40 50 90 0
40 50 95 0
40 50 100 1
40 55 0 1
40 55 5 0
40 55 10 0
40 55 15 0
40 55 20 0
40 55 25 0
40 55 30 0
40 55 35 0
40 55 40 0
40 55 45 0
40 55 50 0
40 55 55 0
40 55 60 0
40 55 65 0
40 55 70 0
40 55 75 0
40 55 80 0
40 55 85 0
40 55 90 0
40 55 95 0
40 55 100 1
40 60 0 1
40 60 5 0
40 60 10 0
40 60 15 0
40 60 20 0
40 60 25 0
40 60 30 0
40 60 35 0
40 60 40 0
40 60 45 0
40 60 50 0
40 60 55 0
40 60 60 0
40 60 65 0
40 60 70 0
40 60 75 0
40 60 80 0
40 60 85 0
40 60 90 0
40 60 95 0
40 60 100 1
40 65 0 1
40 65 5 0
40 65 10 0
40 65 15 0
40 65 20 0
40 65 25 0
40 65 30 0
40 65 35 0
40 65 40 0
40 65 45 0
40 65 50 0
40 65 55 0
40 65 60 0
40 65 65 0
40 65 70 0
40 65 75 0
40 65 80 0
40 65 85 0
40 65 90 0
40 65 95 0
40 65 100 1
40 70 0 1
40 70 5 0
40 70 10 0
40 70 15 0
40 70 20 0
40 70 25 0
40 70 30 0
40 70 35 0
40 70 40 0
40 70 45 0
40 70 50 0
40 70 55 0
40 70 60 0
40 70 65 0
40 70 70 0
40 70 75 0
40 70 80 0
